"ts","disk_id","throughput","latency"
1659963615,"disk1",18534046.23,25.6
1659963630,"disk1",15319065.98,29.63
1659963645,"disk1",13925005.62,28.51
1659963660,"disk1",28185967.9,31.21
1659963675,"disk1",8355993.11,22.69
1659963690,"disk1",13976924.42,27.36
1659963705,"disk1",14974369.93,27.09
1659963720,"disk1",20012839.23,28.46
1659963735,"disk1",13715878.9,25.98
1659963750,"disk1",23294681.28,29.46
1659963765,"disk1",19088967.62,28.5
1659963780,"disk1",19997639.8,28.57
1659963795,"disk1",18726887.02,26.94
1659963810,"disk1",14983232.09,28.59
1659963825,"disk1",17046680.09,27.91
1659963840,"disk1",20590466.32,30.54
1659963855,"disk1",13408636.95,26.41
1659963870,"disk1",19561365.89,28.24
1659963885,"disk1",23041075.71,25.97
1659963900,"disk1",18270395.68,25.25
1659963915,"disk1",24240771.08,25.33
1659963930,"disk1",17849381.56,24.69
1659963945,"disk1",15783630.92,25.27
1659963960,"disk1",16658536.26,25.66
1659963975,"disk1",30462017.37,26.91
1659963990,"disk1",25086154.86,28.9
1659964005,"disk1",17739779.7,26.38
1659964020,"disk1",20153524.88,25.33
1659964035,"disk1",19771186.27,24.27
1659964050,"disk1",11807766.61,21.18
1659964065,"disk1",19915425.4,24.7
1659964080,"disk1",18925481.37,25.29
1659964095,"disk1",21463576.39,24.95
1659964110,"disk1",24907259.6,26.87
1659964125,"disk1",26546011.31,25.35
1659964140,"disk1",19155089.78,25.4
1659964155,"disk1",20663591.67,26.65
1659964170,"disk1",20651815.04,26.3
1659964185,"disk1",11892183.15,22.84
1659964200,"disk1",16708852.66,25.75
1659964215,"disk1",21687089.95,23.5
1659964230,"disk1",15402441.32,21.41
1659964245,"disk1",27391204.98,28.4
1659964260,"disk1",13039537.84,22.95
1659964275,"disk1",15798152.97,23.62
1659964290,"disk1",16100424.53,22.39
1659964305,"disk1",25897699.74,26.4
1659964320,"disk1",29392723.21,25.51
1659964335,"disk1",20032358.04,24.66
1659964350,"disk1",21755907.61,24.03
1659964365,"disk1",11720323.42,21.87
1659964380,"disk1",20344346.92,24.68
1659964395,"disk1",15020337.81,24.48
1659964410,"disk1",17999122.19,27.61
1659964425,"disk1",19315125.97,27.9
1659964440,"disk1",11274205.71,25.49
1659964455,"disk1",13562754.58,27.81
1659964470,"disk1",13821304.4,28.02
1659964485,"disk1",6875756.02,28.02
1659964500,"disk1",21102264.26,28.35
1659964515,"disk1",16217745.43,29.52
1659964530,"disk1",17133760.13,29.21
1659964545,"disk1",16981512.6,31.66
1659964560,"disk1",16391352.52,29.61
1659964575,"disk1",17246259.05,31.66
1659964590,"disk1",23707950.41,33.16
1659964605,"disk1",22052017.87,34.34
1659964620,"disk1",21645577.31,30.07
1659964635,"disk1",11286855.49,28.82
1659964650,"disk1",18016450.71,36.58
1659964665,"disk1",24257513.83,31.12
1659964680,"disk1",17541179.15,33.89
1659964695,"disk1",23717250.36,30.76
1659964710,"disk1",11176487.57,32.15
1659964725,"disk1",21484578.07,34.34
1659964740,"disk1",14647757.29,29.29
1659964755,"disk1",19537844.25,30.98
1659964770,"disk1",16495521.76,29.07
1659964785,"disk1",15485674.12,30.58
1659964800,"disk1",15544509.11,26.75
1659964815,"disk1",10131737.02,33.05
1659964830,"disk1",10956751.68,31.55
1659964845,"disk1",18081339.01,29.13
1659964860,"disk1",13209157.07,27.88
1659964875,"disk1",13342343.39,26.6
1659964890,"disk1",9819375.92,30.03
1659964905,"disk1",13530784.13,29.59
1659964920,"disk1",16551190.95,27.61
1659964935,"disk1",12557232.34,28.55
1659964950,"disk1",13660906.1,27.51
1659964965,"disk1",13736813.06,28.47
1659964980,"disk1",16513242.69,27.04
1659964995,"disk1",12498203.44,25.58
1659965010,"disk1",9684294.67,23.9
1659965025,"disk1",5127457.65,30.63
1659965040,"disk1",16571886.84,25.15
1659965055,"disk1",6838668.01,31.9
1659965070,"disk1",23266281.38,32.52
1659965085,"disk1",34798587.96,27.2
1659965100,"disk1",10245083.04,29.75
1659965115,"disk1",14745752.93,32.17
1659965130,"disk1",14757631.08,28.22
1659965145,"disk1",10921257.85,34.01
1659965160,"disk1",9396929.19,30.99
1659965175,"disk1",9944666.63,32.96
1659965190,"disk1",17942860.13,30.34
1659965205,"disk1",21504387.82,40.59
1659965220,"disk1",13284503.77,33.28
1659965235,"disk1",21780982.48,34.33
1659965250,"disk1",23510344.93,30.15
1659965265,"disk1",21064485.09,28.2
1659965280,"disk1",25897803.6,29.3
1659965295,"disk1",16025941.83,26.24
1659965310,"disk1",10753443.75,29.75
1659965325,"disk1",7771828.6,28.9
1659965340,"disk1",12812087.5,32.46
1659965355,"disk1",9777911.66,30.95
1659965370,"disk1",22490851.3,26.32
1659965385,"disk1",18099331.07,26.84
1659965400,"disk1",11523532.85,31.42
1659965415,"disk1",7791771.46,29.78
1659965430,"disk1",27279875.56,29.56
1659965445,"disk1",15689606.39,30.76
1659965460,"disk1",15134232.74,29.32
1659965475,"disk1",17526283.01,31.13
1659965490,"disk1",14947307.36,31.01
1659965505,"disk1",19083226.04,30.51
1659965520,"disk1",26516058.75,30.51
1659965550,"disk1",14187006.38,33.88
1659965565,"disk1",17111582.71,31.69
1659965580,"disk1",17765897.01,31.08
1659965595,"disk1",20707175.82,32.91
1659965610,"disk1",16201728.39,29.03
1659965625,"disk1",32280118.91,30.11
1659965640,"disk1",14107326.93,33.92
1659965655,"disk1",15632846.47,31.69
1659965670,"disk1",43167201.4,27.21
1659965685,"disk1",28281845.42,29.96
1659965700,"disk1",13016951.3,30.52
1659965715,"disk1",21703105.27,30.19
1659965730,"disk1",23752829.76,30.14
1659965745,"disk1",23186367.57,28.51
1659965760,"disk1",13749507.93,29.45
1659965775,"disk1",14633026.59,29.96
1659965790,"disk1",17607667.39,25.15
1659965805,"disk1",19596034.02,28.03
1659965820,"disk1",14167102.15,29.71
1659965835,"disk1",15431132.46,30.36
1659965850,"disk1",16839133.22,27.45
1659965865,"disk1",30321033.27,30.04
1659965880,"disk1",11584763.47,26.2
1659965895,"disk1",22440999.56,26.75
1659965910,"disk1",13731570.92,24.29
1659965925,"disk1",14201776.38,29.13
1659965940,"disk1",12027210.57,27.73
1659965955,"disk1",20066619.14,30.59
1659965970,"disk1",18463158.82,25.58
1659965985,"disk1",21631517.6,31.82
1659966000,"disk1",11320401.85,28.33
1659966015,"disk1",22661291.71,28.42
1659966030,"disk1",19254543.46,27.67
1659966045,"disk1",20858054.16,27.99
1659966060,"disk1",21226657.03,23.61
1659966075,"disk1",19851282.3,25.16
1659966090,"disk1",11769256.07,29.73
1659966105,"disk1",14826885.68,29.19
1659966120,"disk1",20825610.86,30.79
1659966135,"disk1",19419960.28,26.92
1659966150,"disk1",19218147.03,31.02
1659966165,"disk1",12399811.92,25.35
1659966180,"disk1",20953530.4,29.47
1659966195,"disk1",12994816.87,27.89
1659966210,"disk1",18795652.56,24.84
1659966225,"disk1",22403645.01,28.75
1659966240,"disk1",13520233.74,32.41
1659966255,"disk1",20625217.22,31.88
1659966270,"disk1",24034862.5,28.94
1659966285,"disk1",22022804.2,28.37
1659966300,"disk1",25353162.23,29.3
1659966315,"disk1",22975174.6,27.69
1659966330,"disk1",18524147.13,29.27
1659966345,"disk1",13977782.97,29.58
1659966360,"disk1",14838970.85,32.28
1659966375,"disk1",16876230.06,30.35
1659966390,"disk1",14967210.7,31.92
1659966405,"disk1",33892692.04,30.85
1659966420,"disk1",19164373.71,29.85
1659966435,"disk1",13409580.98,30.39
1659966450,"disk1",18847185.16,29.04
1659966465,"disk1",14252047.08,29.41
1659966480,"disk1",18781682.66,32.31
1659966495,"disk1",12139905.4,26.38
1659966510,"disk1",19892444.27,28.73
1659966525,"disk1",21083269.92,31.43
1659966540,"disk1",17630485.38,28.91
1659966555,"disk1",17340906,32.69
1659966570,"disk1",26988677.21,30.01
1659966585,"disk1",18899013.19,31.5
1659966600,"disk1",17505402.58,29.02
1659966615,"disk1",11698630.65,30.91
1659966630,"disk1",14216443.99,30.06
1659966645,"disk1",22033458.36,31.22
1659966660,"disk1",14244629.35,27.71
1659966675,"disk1",12012250.03,28.43
1659966690,"disk1",20316785.74,29.3
1659966705,"disk1",24698679.21,28.95
1659966720,"disk1",17329310.21,29.56
1659966735,"disk1",15793567.42,26.81
1659966750,"disk1",12056833.5,32.4
1659966765,"disk1",28024619.11,30.81
1659966780,"disk1",17973978.89,29.81
1659966795,"disk1",17715937.99,37.04
1659966810,"disk1",20297707.61,33.28
1659966825,"disk1",23073240.15,33.49
1659966840,"disk1",23907593.28,30.07
1659966855,"disk1",21056886.7,31.8
1659966870,"disk1",15196249.68,31.8
1659966885,"disk1",21622881.63,31.81
1659966900,"disk1",16689780.02,29.41
1659966915,"disk1",16976952.97,32.68
1659966930,"disk1",22200434.82,36.77
1659966945,"disk1",26981166.72,30.65
1659966960,"disk1",24691256.78,31.96
1659966975,"disk1",18637893.22,29.7
1659966990,"disk1",19566278.35,30.18
1659967005,"disk1",18272347.06,32.69
1659967020,"disk1",16427150.74,30.93
1659967035,"disk1",15630871.68,26.21
1659967050,"disk1",11998545.25,22.06
1659967065,"disk1",13844865.64,32.82
1659967080,"disk1",20162691.14,30.29
1659967095,"disk1",20276890.01,26.82
1659967110,"disk1",19715163.62,25.95
1659967125,"disk1",18017765.42,21.49
1659967140,"disk1",16078024.7,23.99
1659967155,"disk1",10017966.41,20.36
1659967170,"disk1",12034984.52,16.32
1659967185,"disk1",15905324.23,28.4
1659967200,"disk1",36889097.07,24.94
1659967215,"disk1",31907691.46,28.01
1659967230,"disk1",20206400.98,26.64
1659967245,"disk1",16082589.28,21.58
1659967260,"disk1",10590809.47,28.57
1659967275,"disk1",18764832.23,20.48
1659967290,"disk1",17025501.27,34.9
1659967305,"disk1",10776937.7,33.34
1659967320,"disk1",21444585.56,32.2
1659967335,"disk1",31653001.24,31.81
1659967350,"disk1",20132408.51,23.6
1659967365,"disk1",16501227.14,29.22
1659967380,"disk1",24095697.49,28.97
1659967395,"disk1",29084366.8,32.08
1659967410,"disk1",26205682.11,30.57
1659967425,"disk1",27825795.11,29.44
1659967440,"disk1",23337816.91,29.23
1659967455,"disk1",21325641.64,32.7
1659967470,"disk1",20170726.09,29.42
1659967485,"disk1",18423724.01,30.66
1659967500,"disk1",23319875.93,31.29
1659967515,"disk1",14126252.58,32.83
1659967530,"disk1",28298326.84,32.96
1659967545,"disk1",16712189.26,29.17
1659967560,"disk1",27239733.25,27.4
1659967575,"disk1",28176310.08,24.38
1659967590,"disk1",19350836.23,30.6
1659967605,"disk1",24493846.91,28.58
1659967620,"disk1",26926372.72,27.71
1659967635,"disk1",26807926.54,29.56
1659967650,"disk1",16163175.84,29.84
1659967665,"disk1",22444650.76,29.58
1659967680,"disk1",20260137.18,31.47
1659967695,"disk1",26913578.44,31.12
1659967710,"disk1",20981454.17,25.37
1659967725,"disk1",32260872.95,22.65
1659967740,"disk1",26677005.74,26.43
1659967755,"disk1",14883300.05,24.17
1659967770,"disk1",17953759.4,29.12
1659967785,"disk1",26688723.09,30.38
1659967800,"disk1",19164116.11,31.46
1659967815,"disk1",18622996.28,29.9
1659967830,"disk1",17357227.46,30.91
1659967845,"disk1",25505269.01,30
1659967860,"disk1",22557927.05,33.76
1659967875,"disk1",34679138.12,32.58
1659967890,"disk1",20487794.98,28.84
1659967905,"disk1",16521140.19,30.05
1659967920,"disk1",32865656.03,33.93
1659967935,"disk1",17264333.83,31.16
1659967950,"disk1",19483086.01,28.68
1659967965,"disk1",18037775.74,33.13
1659967980,"disk1",26346063.91,31.91
1659967995,"disk1",36633888.93,33.68
1659968010,"disk1",24606924.44,31.44
1659968040,"disk1",23193826.93,30.11
1659968055,"disk1",27731494.06,32.22
1659968070,"disk1",19289656.24,29.74
1659968085,"disk1",17960502.57,29.91
1659968100,"disk1",17637013.8,28.49
1659968115,"disk1",23288313.5,32.77
1659968130,"disk1",22661237.58,31.86
1659968145,"disk1",28506236.05,31.27
1659968160,"disk1",26897760.08,33.08
1659968175,"disk1",26338256.03,35.79
1659968190,"disk1",21220279.76,35.49
1659968205,"disk1",42203813.78,32.15
1659968220,"disk1",29612438.04,33.62
1659968235,"disk1",22707013.59,34.97
1659968250,"disk1",29380773.78,27.69
1659968265,"disk1",14158254.32,30.76
1659968280,"disk1",26778312.91,33.8
1659968295,"disk1",34222201.09,30.44
1659968310,"disk1",26377810.86,34.67
1659968325,"disk1",20750142.65,39.03
1659968340,"disk1",21379457.56,37.47
1659968355,"disk1",27242794,34.79
1659968370,"disk1",22577008.17,39.37
1659968385,"disk1",28567350.52,33.66
1659968400,"disk1",23725619.01,33.18
1659968415,"disk1",21576117.44,37.8
1659968430,"disk1",21834250.23,36.54
1659968445,"disk1",19624503.34,34.07
1659968460,"disk1",19216818.71,32.77
1659968475,"disk1",30727942.78,37.55
1659968490,"disk1",27652918.36,32.25
1659968505,"disk1",27127992.03,31.86
1659968520,"disk1",23609232.27,34.18
1659968535,"disk1",24445687.36,33.29
1659968550,"disk1",21294042.92,32.56
1659968565,"disk1",13386358.31,29.91
1659968580,"disk1",14003881.62,27.6
1659968595,"disk1",11364784.66,34.95
1659968610,"disk1",26931022.23,39.1
1659968625,"disk1",21656296.8,35.12
1659968640,"disk1",17982149.22,34.5
1659968655,"disk1",20165293.52,36.2
1659968670,"disk1",23244881.6,33.11
1659968685,"disk1",28465580.46,27.82
1659968700,"disk1",21919789.5,31.55
1659968715,"disk1",26707702.14,29.56
1659968730,"disk1",16150327.49,31.29
1659968745,"disk1",20786261.7,27.35
1659968760,"disk1",23153218.37,32.11
1659968775,"disk1",22626542.03,31.71
1659968790,"disk1",18101547.54,29.3
1659968805,"disk1",12079611.58,34.31
1659968820,"disk1",37001685.73,33.95
1659968835,"disk1",33404791.6,34.44
1659968850,"disk1",32341859.23,34.2
1659968865,"disk1",16350321.48,27.98
1659968880,"disk1",15891424.22,33.14
1659968895,"disk1",30444011.55,32.54
1659968910,"disk1",28306745.83,31.41
1659968925,"disk1",28874599.58,28.5
1659968940,"disk1",33284182.83,21.16
1659968955,"disk1",28578836.43,23.54
1659968970,"disk1",24520753.96,16.05
1659968985,"disk1",21408296.09,33.04
1659969000,"disk1",21210176.32,32.53
1659969015,"disk1",23284171.74,31.72
1659969030,"disk1",20678477.4,31.34
1659969045,"disk1",25797877.83,28.27
1659969060,"disk1",16582646.07,31.76
1659969075,"disk1",30751701.8,32.58
1659969090,"disk1",29087726.6,25.97
1659969105,"disk1",12401161.01,29.56
1659969120,"disk1",20041609.64,28.83
1659969135,"disk1",13390348.23,29.99
1659969150,"disk1",15865112.08,28.11
1659969165,"disk1",22219297.47,32.06
1659969180,"disk1",23021602.83,27.49
1659969195,"disk1",12200681.41,21.15
1659969210,"disk1",18831874.79,30.95
1659969225,"disk1",25066735.29,32.23
1659969240,"disk1",30676440.44,33.44
1659969255,"disk1",23452601.19,30.33
1659969270,"disk1",30337852.88,33.54
1659969285,"disk1",28226782.81,29.92
1659969300,"disk1",21331558.23,27.28
1659969315,"disk1",30571400.05,28.87
1659969330,"disk1",21077495.38,27.13
1659969345,"disk1",14382902.88,25.88
1659969360,"disk1",15399787.09,29.47
1659969375,"disk1",16061830.07,27.85
1659969390,"disk1",26335041.59,29.04
1659969405,"disk1",10258660.57,29.65
1659969420,"disk1",17630436.66,26.7
1659969435,"disk1",18559160.56,26.38
1659969450,"disk1",16582087.92,31.37
1659969465,"disk1",13506881.9,30.87
1659969480,"disk1",12458406.07,26.87
1659969495,"disk1",25171347.99,26.72
1659969510,"disk1",16725955.93,31.34
1659969525,"disk1",23631780.65,28.11
1659969540,"disk1",23043285.84,30.06
1659969555,"disk1",8270540.82,29.15
1659969570,"disk1",10739696.03,27.8
1659969585,"disk1",7844479.73,27.35
1659969600,"disk1",11146539.15,27.34
1659969615,"disk1",11945173.94,26.84
1659969630,"disk1",19932334.09,28.8
1659969645,"disk1",28320210.3,32.56
1659969660,"disk1",16137251.59,31.84
1659969675,"disk1",16257215.96,30.37
1659969690,"disk1",18133837.03,29.59
1659969705,"disk1",25483634.93,29.39
1659969720,"disk1",8154274.48,31.7
1659969735,"disk1",24414783.82,26.88
1659969750,"disk1",12884919.3,32.02
1659969765,"disk1",15376883.34,29.39
1659969780,"disk1",12527079.7,31.72
1659969795,"disk1",13746585.01,30.32
1659969810,"disk1",8618437.66,31.7
1659969825,"disk1",16731161.94,28.26
1659969840,"disk1",16378632.44,30.08
1659969855,"disk1",23700718.67,30.74
1659969870,"disk1",13030174.54,29.69
1659969885,"disk1",7363819.68,29.39
1659969900,"disk1",14095041.33,24.92
1659969915,"disk1",22369150.98,26.95
1659969930,"disk1",15840040.18,30.52
1659969945,"disk1",19945371.01,29.38
1659969960,"disk1",30115408.14,34.09
1659969975,"disk1",15087881.88,29.72
1659969990,"disk1",20895724.48,33.62
1659970005,"disk1",14849295.58,30.47
1659970020,"disk1",14951249.48,31.45
1659970035,"disk1",11419190.48,27.7
1659970050,"disk1",22026973.14,26.54
1659970065,"disk1",21499123.06,30.2
1659970080,"disk1",27728241.88,29.62
1659970095,"disk1",16583610.91,31.72
1659970110,"disk1",23229639.76,26.86
1659970125,"disk1",22898441.34,28.19
1659970140,"disk1",12767498.31,28.32
1659970155,"disk1",26867737.52,25.53
1659970170,"disk1",14167906.11,31.77
1659970185,"disk1",13834891.87,31.64
1659970200,"disk1",18733057.52,28.02
1659970215,"disk1",25382036.07,32.97
1659970230,"disk1",23598949.88,31.2
1659970245,"disk1",13868366.93,32.74
1659970260,"disk1",25389071.6,31.57
1659970275,"disk1",18945649.54,33.74
1659970290,"disk1",16368664.97,30.41
1659970305,"disk1",21629930.03,34.55
1659970320,"disk1",20641566.77,34.37
1659970335,"disk1",26445278.25,32.3
1659970350,"disk1",15740293.17,32.21
1659970365,"disk1",26818058.47,33.31
1659970380,"disk1",8940913.36,31.67
1659970395,"disk1",20161489.33,27.14
1659970410,"disk1",19894775.58,32.77
1659970425,"disk1",15522857.39,31.95
1659970440,"disk1",15810410.44,32.76
1659970455,"disk1",19905908.04,30.43
1659970470,"disk1",12136434.01,33.08
1659970485,"disk1",15093190.06,32.54
1659970500,"disk1",13588153.52,30.53
1659970515,"disk1",9234271.87,32.47
1659970530,"disk1",17958163.46,31.86
1659970545,"disk1",9792501.85,34.75
1659970560,"disk1",22559760.56,32.02
1659970575,"disk1",19260272.07,32.57
1659970590,"disk1",15091566.41,37.54
1659970605,"disk1",18498908.99,34.91
1659970620,"disk1",15723086.55,35.19
1659970635,"disk1",27711301.22,34.71
1659970650,"disk1",27765167.86,34.92
1659970665,"disk1",21660968.85,35.86
1659970680,"disk1",19890116.48,36.65
1659970695,"disk1",11017859.81,35.22
1659970710,"disk1",23488131.66,36.71
1659970725,"disk1",9471668.06,32.74
1659970740,"disk1",28883695.44,35.28
1659970755,"disk1",15376577.95,29.7
1659970770,"disk1",14774367.15,32.83
1659970785,"disk1",8403110.55,29.33
1659970800,"disk1",14087271.93,30
1659970815,"disk1",17510851.07,34.2
1659970830,"disk1",14230516.03,32.2
1659970845,"disk1",13951726.39,33.26
1659970860,"disk1",19029190.97,33.7
1659970875,"disk1",18005495.39,33.81
1659970890,"disk1",21642856.07,34.53
1659970905,"disk1",19877653.45,33.12
1659970920,"disk1",23462291.07,33.27
1659970935,"disk1",26731227.46,31.71
1659970950,"disk1",21366847.41,31.98
1659970965,"disk1",20422923.85,32.76
1659970980,"disk1",11291020.42,27.51
1659970995,"disk1",18906368.67,29.91
1659971010,"disk1",9213310.61,27.98
1659971025,"disk1",19529805.72,32.08
1659971040,"disk1",25308357.45,34.46
1659971055,"disk1",27702117.89,33.16
1659971070,"disk1",25883505.24,33.48
1659971085,"disk1",11130942.64,29.95
1659971100,"disk1",16590499.17,29.97
1659971115,"disk1",19310120.49,28.96
1659971130,"disk1",26353094.84,34.54
1659971145,"disk1",26471701.21,31.82
1659971160,"disk1",23382735.19,31.8
1659971175,"disk1",11924390.66,30.99
1659971190,"disk1",9120052.08,28.52
1659971205,"disk1",13171079.98,32.08
1659971220,"disk1",18433934.17,31.66
1659971235,"disk1",18494902.99,30.56
1659971250,"disk1",22593922.43,31.36
1659971265,"disk1",20394404.66,34.34
1659971280,"disk1",33859787.15,32.53
1659971295,"disk1",24865213.97,32.12
1659971310,"disk1",24798533.62,32.8
1659971325,"disk1",18629733.06,27.84
1659971340,"disk1",25010318.1,26.63
1659971355,"disk1",29437648.99,27.89
1659971370,"disk1",12351692.68,27.06
1659971385,"disk1",23545534.61,27.34
1659971400,"disk1",28649921.82,31.27
1659971415,"disk1",31633790.81,32.6
1659971430,"disk1",27212584.99,34.74
1659971445,"disk1",18607365.8,35.52
1659971460,"disk1",15965435.39,28.72
1659971475,"disk1",11719964.98,34.57
1659971490,"disk1",12004218.82,34.73
1659971505,"disk1",31321272.8,36.73
1659971520,"disk1",18655922.73,33.8
1659971535,"disk1",18429263.46,34.7
1659971550,"disk1",16117935.83,33.59
1659971565,"disk1",22988035.06,32.81
1659971580,"disk1",32107536.18,34.54
1659971595,"disk1",16041368.48,35.63
1659971610,"disk1",20323863.19,37.87
1659971625,"disk1",15551619.28,36.81
1659971640,"disk1",21398254.54,36.79
1659971655,"disk1",24003281.14,33.95
1659971670,"disk1",33399724.53,35.19
1659971685,"disk1",16752228.37,31.84
1659971700,"disk1",21243771.52,31.76
1659971715,"disk1",16641488.64,35.19
1659971730,"disk1",31156526.45,33.65
1659971745,"disk1",22717689.42,34.42
1659971760,"disk1",28076317.62,30.67
1659971775,"disk1",18945585.43,31.16
1659971790,"disk1",20958507.16,32.34
1659971805,"disk1",16773538.59,31.85
1659971820,"disk1",15870904.13,33.38
1659971835,"disk1",20458439.68,28.26
1659971850,"disk1",26967455.93,33.56
1659971865,"disk1",24035157.76,33.33
1659971880,"disk1",19873617.05,34.52
