"ts","disk_id","throughput","latency"
1660914015,"disk1",13718004.01,25.51
1660914030,"disk1",17093685.66,25.13
1660914045,"disk1",14560224.72,29.28
1660914060,"disk1",12583796.18,36.54
1660914075,"disk1",13221121.66,21.92
1660914090,"disk1",13719709.87,23.5
1660914105,"disk1",15648534.79,33.56
1660914120,"disk1",11436491.03,32.06
1660914135,"disk1",27729375.01,28.63
1660914150,"disk1",14963345.01,25.33
1660914165,"disk1",15032727.11,35.16
1660914180,"disk1",23228171.11,41.03
1660914195,"disk1",13680265.99,21.24
1660914210,"disk1",16397955.88,21.89
1660914225,"disk1",15949875.15,28.98
1660914240,"disk1",25494638.54,37.87
1660914255,"disk1",23268122.43,23.46
1660914270,"disk1",18583263.26,22.2
1660914285,"disk1",21654377.66,27.13
1660914300,"disk1",22378772.5,34.09
1660914315,"disk1",27032508.03,25.27
1660914330,"disk1",15841237.68,21.52
1660914345,"disk1",14813522.62,22.15
1660914360,"disk1",20350542.05,27.38
1660914375,"disk1",22096797.82,23.6
1660914390,"disk1",17017230.5,24.99
1660914405,"disk1",29465053.07,34.38
1660914420,"disk1",15247988.68,36.4
1660914435,"disk1",10539371.28,19.11
1660914450,"disk1",16063534.55,20.23
1660914465,"disk1",20536331.65,28.94
1660914480,"disk1",10511693.17,29.66
1660914495,"disk1",12046704.35,18.35
1660914510,"disk1",21054792.84,23.14
1660914525,"disk1",19456044.3,35.42
1660914540,"disk1",17976772.36,34.56
1660914555,"disk1",20795397.39,35.04
1660914570,"disk1",14601716.84,29.55
1660914585,"disk1",19172055.34,34.78
1660914600,"disk1",12234429.5,34.06
1660914615,"disk1",13877766.35,32.66
1660914630,"disk1",17659483.87,32.1
1660914645,"disk1",9001843.67,32.48
1660914660,"disk1",14402722.19,31.44
1660914675,"disk1",15021502.21,34.24
1660914690,"disk1",36299865.09,30.12
1660914705,"disk1",17128538.78,30.5
1660914720,"disk1",15138167.85,34.93
1660914735,"disk1",20959081.33,32.7
1660914750,"disk1",18724542.03,32.32
1660914765,"disk1",11279422.5,31.09
1660914780,"disk1",18121395,33.84
1660914795,"disk1",12340109.05,33.94
1660914810,"disk1",29663131.83,31.42
1660914825,"disk1",11191872.65,34.02
1660914840,"disk1",21445322.84,36.35
1660914855,"disk1",22758886.95,33.07
1660914870,"disk1",24374240.72,36.31
1660914885,"disk1",15968814,30.44
1660914900,"disk1",14450058.46,31.93
1660914915,"disk1",20088128.68,31.58
1660914930,"disk1",17910026.64,29.75
1660914945,"disk1",18865107.36,34.7
1660914960,"disk1",19569652.26,32.48
1660914975,"disk1",14835948.18,32.16
1660914990,"disk1",10707225.46,37.72
1660915005,"disk1",13876949.87,32.65
1660915020,"disk1",13333063.76,33.28
1660915035,"disk1",16912827.21,32.37
1660915050,"disk1",28227084.13,34.9
1660915065,"disk1",15988318.48,33.94
1660915080,"disk1",12997711.93,31.04
1660915095,"disk1",17282564.44,39.76
1660915110,"disk1",17570106.62,32.57
1660915125,"disk1",23799119.72,31.8
1660915140,"disk1",15900424.18,34.2
1660915155,"disk1",21249943.43,35.08
1660915170,"disk1",23313351.03,36.01
1660915185,"disk1",22696508.22,35.6
1660915200,"disk1",22219494.85,35.15
1660915215,"disk1",14479322.62,37.43
1660915230,"disk1",20153799.52,34.83
1660915245,"disk1",13202257.91,39.52
1660915260,"disk1",13150513.11,35.03
1660915275,"disk1",28218356.39,35.91
1660915290,"disk1",21549908.74,36.71
1660915305,"disk1",27065092.79,34.14
1660915320,"disk1",25337845.05,36.45
1660915335,"disk1",16321825.89,35.34
1660915350,"disk1",27525522.88,36.06
1660915365,"disk1",18913935,31.2
1660915380,"disk1",14551167.42,37.59
1660915395,"disk1",14470045.16,34.62
1660915410,"disk1",13621462.87,32.73
1660915425,"disk1",16041134.59,30.13
1660915440,"disk1",15818030.53,35.15
1660915455,"disk1",9585602.99,32.97
1660915470,"disk1",15895506.88,34.58
1660915485,"disk1",18065684.38,35.12
1660915500,"disk1",20508176.52,32.4
1660915515,"disk1",17711004.23,34.86
1660915530,"disk1",12544223.27,35.88
1660915545,"disk1",12766946.91,34.28
1660915560,"disk1",18926368.53,31.76
1660915575,"disk1",19178342.93,35.16
1660915590,"disk1",8947003.76,35.11
1660915605,"disk1",17934426.24,33.04
1660915620,"disk1",14820557.36,33.43
1660915635,"disk1",17431285.62,35.93
1660915650,"disk1",16418000.67,33.12
1660915665,"disk1",16221295.7,36.9
1660915680,"disk1",10814585.49,35.28
1660915695,"disk1",21672033.7,38.87
1660915710,"disk1",27145764.68,37.61
1660915725,"disk1",16675509.18,35.27
1660915740,"disk1",15030765.25,33.87
1660915755,"disk1",30025813.14,37.59
1660915770,"disk1",23271579.03,36.5
1660915785,"disk1",10709457.88,31.96
1660915800,"disk1",13962892.04,33.44
1660915815,"disk1",12869871.33,31.61
1660915830,"disk1",12989912.74,30.46
1660915845,"disk1",9610151.21,32.35
1660915860,"disk1",8603419.85,30.82
1660915875,"disk1",8854324.39,30.02
1660915890,"disk1",18433153.34,22.67
1660915905,"disk1",16348134.97,33.12
1660915920,"disk1",24355957.89,30.98
1660915935,"disk1",10587596.97,30.5
1660915950,"disk1",14803201.9,32.62
1660915965,"disk1",18152225.94,36.26
1660915980,"disk1",19364828.49,35.98
1660915995,"disk1",20638830.05,39.37
1660916010,"disk1",20956559.58,35.51
1660916025,"disk1",30329835.82,36.8
1660916040,"disk1",18179286.3,34.86
1660916055,"disk1",20149487.51,37.86
1660916070,"disk1",27577561.7,34.64
1660916085,"disk1",21797785.93,35.92
1660916100,"disk1",22256332.76,37.83
1660916115,"disk1",22979125.71,33.07
1660916130,"disk1",24245013.05,34.44
1660916145,"disk1",12888060.81,35.07
1660916160,"disk1",13517408.96,36.04
1660916175,"disk1",17114816.09,34.38
1660916190,"disk1",18876300.97,33.05
1660916205,"disk1",10946504.93,32.86
1660916220,"disk1",9712307.56,34.38
1660916235,"disk1",17406517.31,28.34
1660916250,"disk1",36802403.26,30.48
