"ts","disk_id","throughput","latency"
1660827615,"disk1",18435126.66,26.29
1660827630,"disk1",17189264.32,27.98
1660827645,"disk1",23018887.48,31.42
1660827660,"disk1",8271582.66,25.26
1660827675,"disk1",26611541.07,25.49
1660827690,"disk1",13334681.67,20.16
1660827705,"disk1",24901399.32,24.58
1660827720,"disk1",19253897.42,25.27
1660827735,"disk1",17824220.74,30.58
1660827750,"disk1",16647081.57,27.32
1660827765,"disk1",16176316.84,24.34
1660827780,"disk1",24624854.94,27.31
1660827795,"disk1",24903724.9,28.32
1660827810,"disk1",20213273.89,27.97
1660827825,"disk1",10801308.79,25.64
1660827840,"disk1",20930996.13,27.6
1660827855,"disk1",18530293.47,28.55
1660827870,"disk1",21105587.2,26.92
1660827900,"disk1",16265023.69,22.37
1660827915,"disk1",39314327.7,31.14
1660827930,"disk1",16963153.14,28.29
1660827945,"disk1",11292121.09,24.26
1660827960,"disk1",20828528.21,26.54
1660827975,"disk1",16125862.07,27.35
1660827990,"disk1",28390393.44,26.66
1660828005,"disk1",18747516.35,24.7
1660828020,"disk1",16496835.09,21.74
1660828035,"disk1",20224910.54,26.13
1660828050,"disk1",13491623.68,24.88
1660828065,"disk1",19610004.54,25.53
1660828080,"disk1",23153415.05,24.6
1660828095,"disk1",13784989.94,20.51
1660828110,"disk1",15889374.3,22.36
1660828125,"disk1",26058208.34,25.63
1660828140,"disk1",11145733.23,21.93
1660828155,"disk1",8014656.95,25.72
1660828170,"disk1",17011469.86,28.54
1660828185,"disk1",13874906.11,22.59
1660828200,"disk1",20414131.69,33.47
1660828215,"disk1",6625707.08,20.59
1660828230,"disk1",22634819.29,28.52
1660828245,"disk1",25262407.72,26.49
1660828260,"disk1",15614778.7,25.96
1660828275,"disk1",23831629.11,24.52
1660828290,"disk1",25933231.56,16.4
1660828305,"disk1",35335452.82,14.29
1660828320,"disk1",15839803.63,13.93
1660828335,"disk1",27550473.02,13.98
1660828350,"disk1",34319647.93,18.5
1660828365,"disk1",16594050.56,16.93
1660828380,"disk1",11158794.86,25.28
1660828395,"disk1",25677790.61,29.87
1660828410,"disk1",28860170.25,30.6
1660828425,"disk1",8759043.82,21.3
1660828440,"disk1",16222452.54,28.26
1660828455,"disk1",7683298.91,20.5
1660828470,"disk1",13334180.47,23.9
1660828485,"disk1",30763495.64,28.83
1660828500,"disk1",24919160.53,29.55
1660828515,"disk1",12258077.21,22.64
1660828530,"disk1",25103797.88,24.27
1660828545,"disk1",21998113.64,24.18
1660828560,"disk1",28620663.42,25.65
1660828575,"disk1",23270421.94,25.97
1660828590,"disk1",20791401.19,27.17
1660828605,"disk1",19913334.38,24.61
1660828620,"disk1",31632791.92,30.42
1660828635,"disk1",15241321.94,29.33
1660828650,"disk1",21645111.51,27.36
1660828665,"disk1",22064037.87,27.66
1660828680,"disk1",23802697.29,29.93
1660828695,"disk1",14226124.97,24.61
1660828710,"disk1",19892219.17,26.02
1660828725,"disk1",14697154.92,20.14
1660828740,"disk1",28527956.76,27.77
1660828755,"disk1",17580908.83,21.84
1660828770,"disk1",18921407.72,28.2
1660828785,"disk1",23257187.92,26.75
1660828800,"disk1",18821346.4,24.98
1660828815,"disk1",13819835.43,23.84
1660828830,"disk1",16755941.3,26.93
1660828845,"disk1",21294771.81,29.56
1660828860,"disk1",18408247.2,27.45
1660828875,"disk1",19503794.42,28.96
1660828890,"disk1",27606275.25,25.61
1660828905,"disk1",17840088.99,28.74
1660828920,"disk1",19112928.86,26.09
1660828935,"disk1",15589490.72,30.4
1660828950,"disk1",26572298.55,26.98
1660828965,"disk1",28949640.38,24.66
1660828980,"disk1",18690922.12,23.84
1660828995,"disk1",19779328.05,25.57
1660829010,"disk1",24816318.3,19.69
1660829025,"disk1",12666601.84,30.36
1660829040,"disk1",20750356.13,29.25
1660829055,"disk1",23518229.8,32.94
1660829070,"disk1",26821249.82,23.59
1660829085,"disk1",16138459.17,29.23
1660829100,"disk1",24058566.85,32.38
1660829115,"disk1",29644165.2,30.84
1660829130,"disk1",20825656.55,26.88
1660829145,"disk1",20945924.28,26.78
1660829160,"disk1",15673777.15,25.69
1660829175,"disk1",32358457.93,19.58
1660829190,"disk1",12214181.61,22.79
1660829205,"disk1",17390771.6,18.45
1660829220,"disk1",8181494.89,25.88
1660829235,"disk1",20574914.92,27.68
1660829250,"disk1",23329545.79,24.53
1660829265,"disk1",21564251.48,28.09
1660829280,"disk1",20486726.54,22.93
1660829295,"disk1",15332605.06,28.02
1660829310,"disk1",14382743.28,26.74
1660829325,"disk1",20179413.27,30.32
1660829340,"disk1",16759152.05,31.35
1660829355,"disk1",19348787.5,27.79
1660829370,"disk1",19704677.81,29.31
1660829385,"disk1",26007439.64,24.51
1660829400,"disk1",15614162.56,23.44
1660829415,"disk1",20405470.6,24.23
1660829430,"disk1",16636915.12,20.48
1660829445,"disk1",9952127.83,24.82
1660829460,"disk1",16714274.09,29.72
1660829475,"disk1",18465072.3,19.65
1660829490,"disk1",17032309.27,25.39
1660829505,"disk1",7108368.62,27.41
1660829520,"disk1",11676425.97,23.97
1660829535,"disk1",16799143.99,27.39
1660829550,"disk1",19040821.05,30.58
1660829565,"disk1",19140003.48,23.84
1660829580,"disk1",27115395.04,33.25
