"ts","disk_id","throughput","latency"
1659877215,"disk1",12609504.51,29.1
1659877230,"disk1",21852140.07,29.5
1659877245,"disk1",31956552.89,32.69
1659877260,"disk1",28788802.91,30.09
1659877275,"disk1",20137643.03,28.53
1659877290,"disk1",36916627.29,31.61
1659877305,"disk1",29067187.92,32.96
1659877320,"disk1",21798848.1,32.41
1659877335,"disk1",11554884.29,29.23
1659877350,"disk1",16765257.19,28.94
1659877365,"disk1",12394846.86,29.15
1659877380,"disk1",19360454.87,29.18
1659877395,"disk1",14461718.77,31.66
1659877410,"disk1",19728423.25,29.91
1659877425,"disk1",13595181.19,27.96
1659877440,"disk1",24815999.89,30
1659877455,"disk1",22732813.11,29.67
1659877470,"disk1",17251220.83,27.57
1659877485,"disk1",16604250.64,30.51
1659877500,"disk1",17046322.89,28.52
1659877515,"disk1",12012229.31,26.48
1659877530,"disk1",22035597.14,28.39
1659877545,"disk1",12934019.34,28.95
1659877560,"disk1",22364113.58,30.6
1659877575,"disk1",19846290.36,29.17
1659877590,"disk1",23579817.37,28.78
1659877605,"disk1",15070794.74,27.73
1659877620,"disk1",22444175.25,30.38
1659877635,"disk1",17332026.56,28.06
1659877650,"disk1",19378813.73,29.21
1659877665,"disk1",26116966.56,33.18
1659877680,"disk1",19956393.64,35.2
1659877695,"disk1",19720268.01,32.15
1659877710,"disk1",31385356.54,32.06
1659877725,"disk1",18842953.69,30.93
1659877740,"disk1",18239371.15,20.43
1659877755,"disk1",29318421.1,21.62
1659877770,"disk1",25547854.49,19.36
1659877785,"disk1",38413526.13,26.51
1659877800,"disk1",16670887.57,22.2
1659877815,"disk1",24390489.45,31.13
1659877830,"disk1",36139497.41,32.18
1659877845,"disk1",37739250.57,33.52
1659877860,"disk1",25435703.4,34.57
1659877875,"disk1",27913572.27,32.62
1659877890,"disk1",34758569.17,31.92
1659877905,"disk1",20427408.46,34.1
1659877920,"disk1",15736360.27,31.75
1659877935,"disk1",21630849.57,30.72
1659877950,"disk1",17916412.89,32.55
1659877965,"disk1",16306394.05,31.81
1659877980,"disk1",19053433.49,30.98
1659877995,"disk1",17681404.11,30.91
1659878010,"disk1",23697218.94,29.99
1659878025,"disk1",13089410.77,30.66
1659878040,"disk1",14425199.68,31.3
1659878055,"disk1",20199276.34,29.56
1659878070,"disk1",16302689.21,27.68
1659878085,"disk1",10439653.63,28.05
1659878100,"disk1",11580088.42,28.25
1659878115,"disk1",17290074.54,30.66
1659878130,"disk1",14287056.93,27.34
1659878145,"disk1",18627588.86,30.37
1659878160,"disk1",22635249.04,29.78
1659878175,"disk1",26847395.68,29.6
1659878190,"disk1",20560303.56,28.27
1659878205,"disk1",16038280.15,29.91
1659878220,"disk1",19306986.62,29.68
1659878235,"disk1",21328635.76,29.42
1659878250,"disk1",25295996.68,26.23
1659878265,"disk1",15594288.04,27.9
1659878280,"disk1",12942508.64,31.88
1659878295,"disk1",23991750.11,28.93
1659878310,"disk1",17820519.38,28.43
1659878325,"disk1",14213981.11,32.52
1659878340,"disk1",20317692.08,29.21
1659878355,"disk1",20451391.1,29.9
1659878370,"disk1",19060342.74,30.51
1659878385,"disk1",21650016.92,25.98
1659878400,"disk1",14255165.75,29.19
1659878415,"disk1",22766983.64,29.03
1659878430,"disk1",19490356.21,24.81
1659878445,"disk1",6840628.68,29.37
1659878460,"disk1",12667378.15,36.24
1659878475,"disk1",23828252.55,34.26
1659878490,"disk1",27184291.62,24.72
1659878505,"disk1",9275817.07,31.37
1659878520,"disk1",22943033.68,25.95
1659878535,"disk1",11282048.97,27.98
1659878550,"disk1",10953909.13,26.75
1659878565,"disk1",10275635.55,26.86
1659878580,"disk1",11873040.68,29.63
1659878595,"disk1",15005633.18,28.25
1659878610,"disk1",13657439.56,29.42
1659878625,"disk1",10509551.92,31.52
1659878640,"disk1",12474211.8,25.89
1659878655,"disk1",7949478.11,28.67
1659878670,"disk1",13226943.98,27.33
1659878685,"disk1",11950145.33,27.44
1659878700,"disk1",11216253.37,27.98
1659878715,"disk1",13930063.07,25.89
1659878730,"disk1",12966969.66,27
1659878745,"disk1",9604719.68,30.09
1659878760,"disk1",8124332.85,30.58
1659878775,"disk1",23006968.11,26.84
1659878805,"disk1",34578297.97,29.28
1659878820,"disk1",11488132.21,25.47
1659878835,"disk1",21802071.5,26.11
1659878850,"disk1",12150006.66,28.13
1659878865,"disk1",8496378.82,28.55
1659878880,"disk1",14165203.56,25.78
1659878895,"disk1",12833680.17,29.04
1659878910,"disk1",12673521.23,25.5
1659878925,"disk1",18612408.48,25.71
1659878940,"disk1",11452318.07,26.07
1659878955,"disk1",12532779.12,30.24
1659878970,"disk1",17609714.17,30.61
1659878985,"disk1",23452934.56,28.63
1659879000,"disk1",23439995.56,26.89
1659879015,"disk1",22117018.97,27.13
1659879030,"disk1",12701567.54,28.98
1659879045,"disk1",15222207.01,29.2
1659879060,"disk1",25228771.17,29.3
1659879075,"disk1",21555615.21,28.63
1659879090,"disk1",17825260.81,28.67
1659879105,"disk1",20055684.63,27.89
1659879120,"disk1",15943248.69,27.2
1659879135,"disk1",20139293.36,28.87
1659879150,"disk1",11819597.42,27.93
1659879165,"disk1",23328519.83,26.72
1659879180,"disk1",18591880.69,22.68
1659879195,"disk1",12406045.31,27.1
1659879210,"disk1",7624769.98,27.4
1659879225,"disk1",15789320.68,27.21
1659879240,"disk1",16689253.5,29.05
1659879255,"disk1",18543726.56,28.08
1659879270,"disk1",27105155.09,30.55
1659879285,"disk1",14915040.44,28.24
1659879300,"disk1",21055367.85,26.82
1659879315,"disk1",24980593.09,27.32
1659879330,"disk1",17872024.6,26.96
1659879345,"disk1",12535188.48,27.67
1659879360,"disk1",13378977.57,26.66
1659879375,"disk1",13319439.5,27.74
1659879390,"disk1",15913184.15,31.93
1659879405,"disk1",13988114.37,27.59
1659879420,"disk1",30546890.95,29.52
1659879435,"disk1",16451115.72,28.61
1659879450,"disk1",29948902.19,29.57
1659879465,"disk1",19757459.63,28.27
1659879480,"disk1",15592136.75,28.37
1659879495,"disk1",11541516.41,29.73
1659879510,"disk1",11079388.16,29.86
1659879525,"disk1",19930918.99,30.48
1659879540,"disk1",20289897.72,28.69
1659879555,"disk1",22542146.17,29.06
1659879570,"disk1",20401512.41,31.28
1659879585,"disk1",17520321.1,33.4
1659879600,"disk1",16204761.08,25.79
1659879615,"disk1",23339583.44,30.7
1659879630,"disk1",12480513.7,27.49
1659879645,"disk1",20856885.03,27.93
1659879660,"disk1",16700711.14,29.52
1659879675,"disk1",16437178.11,32.82
1659879690,"disk1",28650256.97,29.02
1659879705,"disk1",25014108.25,28.95
1659879720,"disk1",18682563.06,26.45
1659879735,"disk1",20780288.16,24.31
1659879750,"disk1",23358241.07,24.17
1659879765,"disk1",14000792.81,26.56
1659879795,"disk1",18415564.9,29.07
1659879810,"disk1",15473021.31,32.85
1659879825,"disk1",19817799.53,29.23
1659879840,"disk1",29575931.32,23.76
1659879855,"disk1",22050273.62,27.92
1659879870,"disk1",13519304.54,32.98
1659879885,"disk1",18059561.3,27.18
1659879900,"disk1",26291460.51,26.11
1659879915,"disk1",14347921.55,28.45
1659879930,"disk1",14985013.73,27.48
1659879945,"disk1",18062765.39,24.94
1659879960,"disk1",13696300.89,23.27
1659879975,"disk1",13565066.78,23.78
1659879990,"disk1",11480233.98,26.94
1659880005,"disk1",7582195.72,27.76
1659880020,"disk1",14468608.97,27.1
1659880035,"disk1",28241032.7,29.37
1659880050,"disk1",23474445.81,30.5
1659880065,"disk1",23151606.96,26.84
1659880080,"disk1",25447053.36,25.37
1659880095,"disk1",15217035.66,29.02
1659880110,"disk1",19789592.56,28.18
1659880125,"disk1",20228087.13,23.5
1659880140,"disk1",13359831.85,25.67
1659880155,"disk1",9857269.85,29.37
1659880170,"disk1",21514751.76,29.19
1659880185,"disk1",21077240.69,27.2
1659880200,"disk1",19910413.87,25.06
1659880215,"disk1",27246957.09,27.06
1659880230,"disk1",16108436.09,27.91
1659880245,"disk1",18141233.92,21.42
1659880260,"disk1",10614854.72,26.25
1659880275,"disk1",26479036.14,25.97
1659880290,"disk1",11162136.64,27.82
1659880305,"disk1",16706987.29,23.82
1659880320,"disk1",7395772.16,23.18
1659880335,"disk1",20937306.41,25.82
1659880350,"disk1",15138535.04,25.59
1659880365,"disk1",8190824.31,21.53
1659880380,"disk1",8975961.45,28.62
1659880395,"disk1",17956555.71,31.31
1659880410,"disk1",8889520.81,27.09
1659880425,"disk1",18394287.32,26.58
1659880440,"disk1",20438222.41,28.49
1659880455,"disk1",18737859.97,31.31
1659880470,"disk1",19678559.61,26.5
1659880485,"disk1",16680145.72,24.58
1659880500,"disk1",23224916.91,29.17
1659880515,"disk1",21423723.33,25.73
1659880530,"disk1",20250693.38,24.48
1659880545,"disk1",21306176.59,25.02
1659880560,"disk1",10439331.03,25.19
1659880575,"disk1",18562639.6,26.59
1659880590,"disk1",16967742.23,27.14
1659880605,"disk1",12865209.17,28.29
1659880620,"disk1",18906258.88,28.98
1659880635,"disk1",20936930.21,27.64
1659880650,"disk1",24856891.26,26.29
1659880665,"disk1",21493464.3,20.77
1659880680,"disk1",14949614.88,27.33
1659880695,"disk1",21007956.93,28.97
1659880710,"disk1",11368010.09,26.96
1659880725,"disk1",15422389.23,20.09
1659880740,"disk1",16563886.41,29.13
1659880755,"disk1",20120490.07,27.68
1659880770,"disk1",7935980.99,26.84
1659880785,"disk1",28951351.42,24.75
1659880800,"disk1",14333033.05,26.03
1659880815,"disk1",25128245.29,20.37
1659880830,"disk1",28852445,19.7
1659880845,"disk1",16433146.13,31.14
1659880860,"disk1",11535588.33,32.36
1659880875,"disk1",15460257.82,24.64
1659880890,"disk1",8591184.85,23.39
1659880905,"disk1",34780671.87,29.44
1659880920,"disk1",23903497.07,29.6
1659880935,"disk1",16648817.99,25.72
1659880950,"disk1",18583423.72,27.47
1659880965,"disk1",29908025.05,31.95
1659880980,"disk1",11534438.65,31.47
1659880995,"disk1",19926686.5,32.18
1659881010,"disk1",17560908.68,27.21
1659881025,"disk1",32518561.09,29.01
1659881040,"disk1",22318724.95,25.48
1659881055,"disk1",17483830.97,27.23
1659881070,"disk1",9232572.46,24.53
1659881085,"disk1",19290751.54,28.11
1659881100,"disk1",10099047.06,28.72
1659881115,"disk1",20456218.66,30.95
1659881130,"disk1",17208876.62,30.91
1659881145,"disk1",18177821.87,28.59
1659881160,"disk1",14790993.12,25.61
1659881175,"disk1",18596511.56,24.93
1659881190,"disk1",23435362.81,27.59
1659881205,"disk1",21831978.99,26.52
1659881220,"disk1",14420494.13,25.8
1659881235,"disk1",19466661.76,24.47
1659881250,"disk1",27599001.72,27.35
1659881265,"disk1",18461094.87,25.73
1659881280,"disk1",23416389.13,27.08
1659881295,"disk1",19772705.17,28.43
1659881310,"disk1",22668525.37,22.89
1659881325,"disk1",19964483.44,26.97
1659881340,"disk1",20839173.99,29.18
1659881355,"disk1",31571281.88,26.21
1659881370,"disk1",15549720.71,25.28
1659881385,"disk1",24779317.1,27.46
1659881400,"disk1",22637546.44,28.23
1659881415,"disk1",18297192.16,27.86
1659881430,"disk1",16064121.79,27.69
1659881445,"disk1",18795715.86,23.92
1659881460,"disk1",20271406.82,27.57
1659881475,"disk1",20172728.32,25.45
1659881490,"disk1",23942570.78,26.93
1659881505,"disk1",15200317.13,27.92
1659881520,"disk1",29362346.6,28.71
1659881535,"disk1",20320091.97,20.19
1659881550,"disk1",22412638.64,22.92
1659881565,"disk1",23020002.89,27.69
1659881580,"disk1",29503593.69,23.24
1659881610,"disk1",10221149.01,29.88
1659881625,"disk1",13061100.55,26.39
1659881640,"disk1",24990940.42,27.78
1659881655,"disk1",13286028.31,30.36
1659881670,"disk1",31189691.82,28.81
1659881685,"disk1",16326540.5,26.18
1659881700,"disk1",20815627.71,26.26
1659881715,"disk1",30101608.5,33.79
1659881730,"disk1",20922969.02,32.13
1659881745,"disk1",14355564.08,28.31
1659881760,"disk1",11488722.41,29.43
1659881775,"disk1",26044189.78,29.6
1659881790,"disk1",35305185.67,28.25
1659881805,"disk1",17630165.13,34.02
1659881820,"disk1",13241440.91,31.26
1659881835,"disk1",19252346.19,33.29
1659881850,"disk1",15642431.01,31.03
1659881865,"disk1",22801452.93,34.39
1659881880,"disk1",20694042.59,32.37
1659881895,"disk1",24549055.7,34.62
1659881910,"disk1",26170359.7,31.93
1659881925,"disk1",18337725.79,31.11
1659881940,"disk1",18713748.17,30.15
1659881955,"disk1",30270629.6,29.75
1659881970,"disk1",15859057.97,27.65
1659881985,"disk1",12877022.27,29.61
1659882000,"disk1",18350784.19,30.05
1659882015,"disk1",16083453.85,32.3
1659882030,"disk1",17418466.46,36.33
1659882045,"disk1",21449519.84,35.17
1659882060,"disk1",11593658.91,32.84
1659882075,"disk1",14837512.36,28.58
1659882090,"disk1",27524253.1,28.52
1659882105,"disk1",22543002.5,33.23
1659882120,"disk1",31445890.38,31.73
1659882135,"disk1",20735382.39,30.8
1659882150,"disk1",19561702.74,32.65
1659882165,"disk1",11123659.54,32.44
1659882180,"disk1",30574672.53,29.34
1659882195,"disk1",28404099.72,27.8
1659882210,"disk1",22660935.21,31.86
1659882225,"disk1",22429558.34,30.75
1659882240,"disk1",30075245.77,31.57
1659882255,"disk1",31191539.59,32.45
1659882270,"disk1",29104142.58,30.54
1659882285,"disk1",20908359.26,29.45
1659882300,"disk1",28861309.95,33.48
1659882315,"disk1",21912860.32,36.49
1659882330,"disk1",30055493.36,34.44
1659882345,"disk1",22929546.12,33.26
1659882360,"disk1",21392152.61,32.35
1659882375,"disk1",20063862.15,29
1659882390,"disk1",27024346.75,28.82
1659882405,"disk1",23772164.86,28.97
1659882420,"disk1",18938925.29,33.53
1659882435,"disk1",14569941.05,35.8
1659882450,"disk1",17829283.68,36.94
1659882465,"disk1",6509260.03,34.56
1659882480,"disk1",7800853.09,37.14
1659882495,"disk1",24827041.5,36.16
1659882510,"disk1",23368057.46,36.01
1659882525,"disk1",23368628.78,36.65
1659882540,"disk1",25017894.87,36.51
1659882555,"disk1",21001843.97,33.54
1659882570,"disk1",37905488.42,35.45
1659882585,"disk1",27451173.56,33.58
1659882600,"disk1",33183846.72,30.25
1659882615,"disk1",26974610.78,34.76
1659882630,"disk1",26762371.05,34.87
1659882645,"disk1",10864601.89,31.65
1659882660,"disk1",23745571.19,32.57
1659882675,"disk1",21494871.74,26.09
1659882690,"disk1",26204091.18,33.52
1659882705,"disk1",23391216.32,33.94
1659882720,"disk1",18442356.19,28.65
1659882735,"disk1",16681303.44,31.4
1659882750,"disk1",11329653.33,33.03
1659882765,"disk1",24401001.52,35.89
1659882780,"disk1",16451224.91,29.62
1659882795,"disk1",19867885.76,23.05
1659882810,"disk1",18756254.59,31.63
1659882825,"disk1",20459786.71,34.68
1659882840,"disk1",12291977.41,27.55
1659882855,"disk1",23537898.01,29.8
1659882870,"disk1",8309787,32.62
1659882885,"disk1",11150300.36,24.12
1659882900,"disk1",8832476.52,28.2
1659882915,"disk1",16519439.76,35.34
1659882930,"disk1",21468142.78,27.41
1659882945,"disk1",13698326.86,28.52
1659882960,"disk1",25323839.22,24.24
1659882975,"disk1",7044513,31.3
1659882990,"disk1",16173253.6,33.82
1659883005,"disk1",20711958.05,28.45
1659883020,"disk1",13632698.47,23.44
1659883035,"disk1",18984739.02,29.85
1659883050,"disk1",13208182.66,34.06
1659883065,"disk1",16842964.55,23.42
1659883080,"disk1",18636730.41,22.59
1659883095,"disk1",14914755.71,30.22
1659883110,"disk1",7229880.37,30.54
1659883125,"disk1",7705233.15,23.81
1659883140,"disk1",18465597.89,24.66
1659883155,"disk1",15515761.26,27.19
1659883170,"disk1",6595417.76,32.57
1659883185,"disk1",23069671.23,30.56
1659883200,"disk1",17099740.65,26.22
1659883215,"disk1",8272957.5,30.45
1659883230,"disk1",13337107.65,31.83
1659883245,"disk1",8786133.85,26.63
1659883260,"disk1",27329415.19,27.78
1659883275,"disk1",29232840.57,31.01
1659883290,"disk1",14425889.75,32.58
1659883305,"disk1",11400312.67,26.81
1659883320,"disk1",15146823.5,27.07
1659883335,"disk1",10929233.39,32.47
1659883350,"disk1",18618299.05,27.3
1659883365,"disk1",14650966.54,30.09
1659883380,"disk1",17584484.28,24.48
1659883395,"disk1",18181298.35,28.74
1659883410,"disk1",12274766.68,32.48
1659883425,"disk1",11811578.97,28.53
1659883440,"disk1",9560564.54,26.54
1659883455,"disk1",21409964.48,36.12
1659883470,"disk1",12636225.79,30.15
1659883485,"disk1",19543319.4,28.31
1659883500,"disk1",15554006.9,34.65
1659883515,"disk1",22582439.15,31.3
1659883530,"disk1",14670954.64,26.13
1659883545,"disk1",19520221.23,31.67
1659883560,"disk1",16901805.19,24.27
1659883575,"disk1",16515514.87,27.72
1659883590,"disk1",21101056.02,34.47
1659883605,"disk1",22319816.3,31.22
1659883620,"disk1",17737224.52,32.57
1659883635,"disk1",19752635.5,32.14
1659883650,"disk1",11806396.88,35.9
1659883665,"disk1",11372668.95,30.79
1659883680,"disk1",23975245.08,27.27
1659883695,"disk1",36306144.55,32.58
1659883710,"disk1",20720347.68,30.04
1659883725,"disk1",20464856.09,28.84
1659883740,"disk1",22240894.12,26.91
1659883755,"disk1",24365943.63,30.36
1659883770,"disk1",13945197.7,31.54
1659883785,"disk1",15047729.35,26.05
1659883800,"disk1",16069539.13,31.06
1659883815,"disk1",32780636.57,28.19
1659883830,"disk1",20873272.37,31.82
1659883845,"disk1",14546280.44,26.23
1659883860,"disk1",14570708.93,26.81
1659883875,"disk1",26469015.63,30.1
1659883890,"disk1",28596165.66,29.78
1659883905,"disk1",11571390.31,23.22
1659883920,"disk1",23113712.46,26.27
1659883935,"disk1",18497975.09,30.78
1659883950,"disk1",20413717.38,30.94
1659883965,"disk1",14592788.05,27.62
1659883980,"disk1",13187293.29,25.18
1659883995,"disk1",26935522.26,26.8
1659884010,"disk1",21314629.93,29.17
1659884025,"disk1",27679227.07,23.92
1659884040,"disk1",15848120.03,25.5
1659884055,"disk1",30398828.82,25.24
1659884070,"disk1",24846062.5,27.26
1659884085,"disk1",12803433.46,18.92
1659884100,"disk1",11268289.07,25.14
1659884115,"disk1",14831532.43,29.06
1659884130,"disk1",21098001.22,29.32
1659884145,"disk1",14314247.19,20.84
1659884160,"disk1",13571354.8,23.81
1659884175,"disk1",9396784.43,23.02
1659884190,"disk1",15171011.85,25.17
1659884205,"disk1",13796817.17,21.96
1659884220,"disk1",20759524.48,22.63
1659884235,"disk1",11017740.76,30.36
1659884250,"disk1",19634222.76,29.82
1659884265,"disk1",9801196.32,29.7
1659884280,"disk1",8058006.67,29.08
1659884295,"disk1",12729545.33,31.97
1659884310,"disk1",12688000.71,36.95
1659884325,"disk1",13056678.67,30.98
1659884340,"disk1",24146399.78,27.59
1659884355,"disk1",18693124.54,30.02
1659884370,"disk1",22086231.19,33.37
1659884385,"disk1",13559956.47,27.61
1659884400,"disk1",15281019.89,29.17
1659884415,"disk1",15564755.66,33.48
1659884430,"disk1",20866207.47,28.79
1659884445,"disk1",15383185.28,23.81
1659884460,"disk1",27752279.31,28.55
1659884475,"disk1",19359156.95,30.32
1659884490,"disk1",36642063.14,30.53
1659884505,"disk1",36712251.67,26.01
1659884520,"disk1",18753038.44,24.81
1659884535,"disk1",17405673.48,30.39
1659884550,"disk1",20643485.8,33.03
1659884565,"disk1",20175458.35,27.95
1659884580,"disk1",23878042.12,28.47
1659884595,"disk1",19770169.64,36.91
1659884610,"disk1",20393181.91,33.81
1659884625,"disk1",20106096.09,27.52
1659884640,"disk1",17099454.03,28.24
1659884655,"disk1",24523921.5,30.63
1659884670,"disk1",29877305.53,31.9
1659884685,"disk1",19944384.72,21.27
1659884700,"disk1",30658869.77,27.65
