"ts","disk_id","throughput","latency"
1660827615,"disk1",18819904.1,22.29
1660827630,"disk1",21696319.31,30.42
1660827645,"disk1",22871063.21,22.61
1660827660,"disk1",25852003.44,25.28
1660827675,"disk1",23101274.01,32.03
1660827690,"disk1",22493504.86,34.56
1660827705,"disk1",30510318.07,20.92
1660827720,"disk1",40407228.18,24.51
1660827735,"disk1",17773914.86,27.8
1660827750,"disk1",21024664.83,33.22
1660827765,"disk1",11405495.44,29.03
1660827780,"disk1",20765924.29,25.84
1660827795,"disk1",37997300.31,28.89
1660827810,"disk1",22143416.01,29.6
1660827825,"disk1",33850459.52,22.89
1660827840,"disk1",13931814.89,25.84
1660827855,"disk1",25981946.99,32.67
1660827870,"disk1",25234782.95,29.13
1660827885,"disk1",20692385.06,23.56
1660827900,"disk1",18857721.68,32.85
1660827915,"disk1",21230797.32,28.98
1660827930,"disk1",19754658.68,28.79
1660827945,"disk1",18333338.62,31.71
1660827960,"disk1",17532099.45,28.95
1660827975,"disk1",27949342.79,28.09
1660827990,"disk1",21155537.07,28.41
1660828005,"disk1",17953138.39,26.86
1660828020,"disk1",13723781.74,30.2
1660828035,"disk1",14192733.94,37.16
1660828050,"disk1",19964008.38,32.7
1660828065,"disk1",28534649.68,26.46
1660828080,"disk1",27499434.56,27.33
1660828095,"disk1",17496221.97,27.9
1660828110,"disk1",14196126.83,28.8
1660828125,"disk1",22752898.86,30.84
1660828140,"disk1",17300059.56,31.36
1660828155,"disk1",19997833.17,32.01
1660828170,"disk1",20234010.79,34.11
1660828185,"disk1",15056760.31,32.56
1660828200,"disk1",18036914.45,33.57
1660828215,"disk1",16041443.36,33.44
1660828230,"disk1",30981770.77,32.14
1660828245,"disk1",18778048.44,30.64
1660828260,"disk1",27125508.7,31.4
1660828275,"disk1",16745726.91,29.83
1660828290,"disk1",21843331.51,30.21
1660828305,"disk1",9055803.43,30.68
1660828320,"disk1",13469783.74,25.96
1660828335,"disk1",19018693.79,17.6
1660828350,"disk1",16373411.29,18.77
1660828365,"disk1",14328251.94,24.19
1660828380,"disk1",13749872.68,24.99
1660828395,"disk1",16688014.18,18.74
1660828410,"disk1",11463213.29,26.74
1660828425,"disk1",8182501.51,20.81
1660828440,"disk1",8034828.36,24.01
1660828455,"disk1",17006043.89,14.63
1660828470,"disk1",16849979.55,16.44
1660828485,"disk1",7188819.16,17.12
1660828500,"disk1",22038006.4,20.24
1660828515,"disk1",22447912.72,26.45
1660828530,"disk1",17784857.44,30.37
1660828545,"disk1",27237808.47,28.76
1660828560,"disk1",18072307.16,23.31
1660828575,"disk1",19704908.52,26.64
1660828590,"disk1",22510416.99,30.69
1660828605,"disk1",10912940.05,23.75
1660828620,"disk1",32462513.43,20.22
1660828635,"disk1",25652681.27,28.16
1660828650,"disk1",22538064.66,20.49
1660828665,"disk1",18354666,14.9
1660828680,"disk1",18849788.17,15.61
1660828695,"disk1",13116773.79,31.96
1660828710,"disk1",12584504.93,31.94
1660828725,"disk1",23307999.03,28.56
1660828740,"disk1",13425873.8,29.94
1660828755,"disk1",9178344.77,32.49
1660828770,"disk1",14123053.18,32.3
1660828785,"disk1",13704998.05,31.97
1660828800,"disk1",12681707.46,26.42
1660828815,"disk1",20269504.16,30.82
1660828830,"disk1",9314099.36,30.63
1660828845,"disk1",21600979.23,27.85
1660828860,"disk1",17056169.54,31.77
1660828875,"disk1",9267147.4,31.39
1660828890,"disk1",13899287.39,29.97
1660828905,"disk1",18423335.86,31.46
1660828920,"disk1",19901687.04,32.37
1660828935,"disk1",9641359.64,26.98
1660828950,"disk1",18556018.34,29.58
1660828965,"disk1",24006065.38,29.61
1660828980,"disk1",9747647.46,27.35
1660828995,"disk1",16711615.75,31.17
1660829010,"disk1",18377429.99,26.88
1660829025,"disk1",13896337.54,26.95
1660829040,"disk1",23960807.77,20.55
1660829055,"disk1",11307818.64,23.62
1660829070,"disk1",16620490.84,27.57
1660829085,"disk1",5048405.93,18.75
1660829100,"disk1",8642619.21,26.26
1660829115,"disk1",19794951.93,30.83
1660829130,"disk1",9573122.54,20.93
1660829145,"disk1",16449033.54,22.29
1660829160,"disk1",24227621.48,26.68
1660829175,"disk1",14232708.44,23.2
1660829190,"disk1",13135309.82,26.75
1660829205,"disk1",12154147.63,20.59
1660829220,"disk1",12090742.34,28.22
1660829235,"disk1",32584268.81,31.22
1660829250,"disk1",9923507.64,19.67
1660829265,"disk1",12888687.23,24.29
1660829280,"disk1",21070791.48,26.86
1660829295,"disk1",10066200.9,37.2
1660829310,"disk1",13445874.39,20.41
1660829325,"disk1",8152166.34,29.45
1660829340,"disk1",31094005.44,25.99
1660829355,"disk1",10153439.85,26.19
1660829370,"disk1",24879922.93,20.78
1660829385,"disk1",9240126.6,30.65
1660829400,"disk1",11787575.79,33.02
1660829415,"disk1",11579982.83,29.48
1660829430,"disk1",26074837.33,23.64
1660829445,"disk1",29570755.29,24.59
1660829460,"disk1",22023347.99,30.87
1660829475,"disk1",15810586.32,26.46
1660829490,"disk1",12689394.74,26.56
1660829505,"disk1",21687593.89,27.63
1660829520,"disk1",12558279.72,33.5
1660829535,"disk1",23425424.25,27.5
1660829550,"disk1",23246959.56,24.04
1660829565,"disk1",14303407.18,24.81
1660829580,"disk1",10526946.98,28.8
1660829595,"disk1",17617976.07,29.29
1660829610,"disk1",12350363.38,22.4
1660829625,"disk1",16170723.34,26.57
1660829640,"disk1",24511885.55,32.74
1660829655,"disk1",11204935.96,29.46
1660829670,"disk1",15373049.3,21.18
1660829685,"disk1",20949514.58,27.41
1660829700,"disk1",23447650,28.96
1660829715,"disk1",14587861.8,29.46
1660829730,"disk1",26960301.8,24.17
1660829745,"disk1",17691698.16,28.81
1660829760,"disk1",19994011.22,31.69
1660829775,"disk1",29726582.63,30.4
1660829790,"disk1",21515310.54,20.36
1660829805,"disk1",15234452.07,26.07
1660829820,"disk1",26525513.85,26.87
1660829835,"disk1",19855270.29,28.92
1660829850,"disk1",26666208.84,18.93
1660829865,"disk1",9139321.75,26.7
1660829880,"disk1",15354232.64,32.48
1660829895,"disk1",20583025.11,24.03
1660829910,"disk1",28838142.42,20.13
1660829925,"disk1",24050378.19,18.96
1660829940,"disk1",10019924.77,29.09
1660829955,"disk1",20642086.49,31.39
1660829970,"disk1",9361486.64,17.24
1660829985,"disk1",21638621.31,24.93
1660830000,"disk1",26550359.42,26.5
1660830015,"disk1",17048319.68,22.91
1660830030,"disk1",20898702.87,20.5
1660830045,"disk1",11199374.51,19.67
1660830060,"disk1",15992377.3,27.13
1660830075,"disk1",19159944.62,27.57
1660830090,"disk1",9966640.65,18.71
1660830105,"disk1",9647889.97,23.25
1660830120,"disk1",16376510.4,27.57
1660830135,"disk1",13036265.7,20.2
1660830150,"disk1",13856892.3,21.43
1660830165,"disk1",13595849.4,19.03
1660830180,"disk1",6759513.92,28.79
